107;Продвижение, часов в день;тождественно;Продвижение — Комплекс действий, направленных на привлечение внимания к специалисту, его услугам или продуктам, увеличение числа потенциальных клиентов и стимулирование продаж.;promo_per_day;default;Комплекс действий, направленных на привлечение внимания к специалисту, его услугам или продуктам, увеличение числа потенциальных клиентов и стимулирование продаж.;согласовано;;2;общий;
108;Продвижение за год;тождественно;Продвижение — Комплекс действий, направленных на привлечение внимания к специалисту, его услугам или продуктам, увеличение числа потенциальных клиентов и стимулирование продаж.;promo_time;calc;Комплекс действий, направленных на привлечение внимания к специалисту, его услугам или продуктам, увеличение числа потенциальных клиентов и стимулирование продаж.;согласовано;;promo_per_day*net_days;общий;
109;ПЕРЕКЛЮЧАТЕЛЬ · учёт и планирование;переименовать;Учёт — Систематический сбор, фиксация и анализ информации о доходах, расходах, работе и других показателях профессиональной деятельности.;acc_mode;switch;;;;Веду самостоятельно;общий;
110;Учёт: часов в квартал, если веду сам;тождественно;Учёт — Систематический сбор, фиксация и анализ информации о доходах, расходах, работе и других показателях профессиональной деятельности.;acc_per_quarter;default;Систематический сбор, фиксация и анализ информации о доходах, расходах, работе и других показателях профессиональной деятельности.;согласовано;;3;общий;
111;Учёт и планирование, время;тождественно;Учёт — Систематический сбор, фиксация и анализ информации о доходах, расходах, работе и других показателях профессиональной деятельности.;accounting_time;calc;Систематический сбор, фиксация и анализ информации о доходах, расходах, работе и других показателях профессиональной деятельности.;согласовано;;"IF(acc_mode=""Веду самостоятельно"",acc_per_quarter*quarters,0)";общий;
112;ОПЕРАЦИОННОЕ время;тождественно;Операционное время — Время, затрачиваемое специалистом на выполнение рабочих задач, не связанных непосредственно с оказанием услуги или созданием результата для клиента, но необходимых для организации и ведения профессиональной деятельности. Включает продвижение и рекламу, поиск заказов, работу с клиентами, бухгалтерию и учёт, планирование, организационные и административные задачи.;side_time;calc;Время, затрачиваемое специалистом на выполнение рабочих задач, не связанных непосредственно с оказанием услуги или созданием результата для клиента, но необходимых для организации и ведения профессиональной деятельности. Включает продвижение и рекламу, поиск заказов, работу с клиентами, бухгалтерию и учёт, планирование, организационные и административные задачи.;согласовано;Складываем часы на все задачи, которые не создают результат для клиента напрямую: продвижение и поиск заказов, работа с клиентом, бухгалтерия и учёт, планирование и организационные дела.;promo_time+accounting_time;общий;Определение утверждено, внесено в справочник.
113;ПРОЕКТНОЕ время за год;тождественно;Проектное время — Общее время, необходимое специалисту для выполнения всех работ в рамках съёмочного проекта, включая подготовку, проведение съёмки, обработку материала и передачу готового результата.;project_pool;calc;Общее время, необходимое специалисту для выполнения всех работ в рамках съёмочного проекта, включая подготовку, проведение съёмки, обработку материала и передачу готового результата.;согласовано;;pool_gross-fm_time;общий;Объединить: одно понятие «Проектное время», без периодов.
;;;;;;;;;;;
3 · Проект;;;;;;;;;;;
№;Наименование;Статус (временный);Справочник · для сверки (временный);ID;Тип;Определение;Определение утверждено;Описание алгоритма;Формула (пример расчёта);Где используется;Решение (временный)
114;Коэффициент обработки;переименовать;"Первичная обработка — Комплекс действий с отснятым фотоматериалом, выполняемых специалистом с использованием специализированных компьютерных программ для подготовки материала к дальнейшему использованию. Включает подготовку материала: создание и организацию папок и файлов, выгрузку материала с карт памяти, резервное копирование; отбор материала: просмотр отснятого материала, удаление технического брака, отбор удачных кадров, исключение дублей, кадров с закрытыми глазами и явно неудачных кадров; базовую цветокоррекцию: коррекцию экспозиции, баланса белого, контраста, светлых и тёмных областей, резкости и насыщенности, приведение всей серии к единому цвету и свету; коррекцию кадра: кадрирование, выравнивание горизонта, коррекцию перспективы и искажений объектива, удаление крупных лишних объектов из кадра; подготовку и передачу результата: импорт и экспорт из программы обработки, подготовку файлов, изменение размера и формата при необходимости. Ретушь в первичную обработку не входит.";post_ratio;default;ед.: ×;черновик;;3;общий;
115;Множитель профильного времени;не сверяется;;profile_multiplier;calc;ед.: × · зависит от: post_ratio;черновик;;1+post_ratio;внутренний;
116;Работа с клиентом на проект;переименовать;Проектная работа с клиентами — Рабочие действия специалиста, связанные с взаимодействием с клиентом в рамках конкретного проекта: обсуждение задачи, согласование условий и деталей работы, подготовка к проекту, коммуникация в процессе его выполнения, согласование результата и завершение проекта.;client_time;default;ед.: ч/проект;черновик;;1;общий;Это «Проектная работа с клиентами».
117;Целевых проектов в неделю;не сверяется;;week_target;default;ед.: шт/нед;черновик;;1;внутренний;
118;Максимальная съёмка при целевом темпе;переименовать;Продолжительность съёмки — Время, затрачиваемое специалистом непосредственно на проведение съёмочных работ, от начала до завершения съёмки.;shoot_auto;calc;ед.: ч · зависит от: project_pool, net_weeks, week_target, client_time, profile_multiplier;черновик;;IF(profile_multiplier*week_target=0,0,(project_pool/net_weeks/week_target-client_time)/profile_multiplier);общий;
119;ТИПОВАЯ продолжительность съёмки (S);переименовать;Продолжительность съёмки — Время, затрачиваемое специалистом непосредственно на проведение съёмочных работ, от начала до завершения съёмки.;shoot_duration;default;ед.: ч;черновик;;2;общий;
120;Стоимость часа проектного времени;переименовать;Стоимость клиентского часа — Стоимость одного часа работы специалиста для клиента. Считается так: выручка за год делится на проектное время — часы, которые остаются на выполнение заказов после вычета поиска клиентов, учёта и резерва на форс-мажоры. Нужна, чтобы самостоятельно назначать цену на услуги вне съёмки: консультации, организацию съёмки, подбор команды. Такой час выполняется вместо заказа, поэтому и стоить должен как час заказа, иначе работа выполняется в убыток.;hour_pool;calc;ед.: ₽/ч · зависит от: выручка, project_pool;черновик;;IF(project_pool=0,0,CHOOSE(regime_no,'05_Расчёт'!B4,'05_Расчёт'!C4,'05_Расчёт'!D4,'05_Расчёт'!E4,'05_Расчёт'!F4,'05_Расчёт'!G4,'05_Расчёт'!H4)/project_pool);общий;
121;ПРОЕКТНОЕ время на 1 проект;тождественно;Проектное время — Общее время, необходимое специалисту для выполнения всех работ в рамках съёмочного проекта, включая подготовку, проведение съёмки, обработку материала и передачу готового результата.;project_time;calc;Общее время, необходимое специалисту для выполнения всех работ в рамках съёмочного проекта, включая подготовку, проведение съёмки, обработку материала и передачу готового результата.;согласовано;;shoot_duration*profile_multiplier+client_time;общий;
122;Проектов в год;не сверяется;;projects_year;calc;ед.: шт/год · зависит от: project_pool, project_time;черновик;;IF(project_time=0,0,project_pool/project_time);внутренний;Деление по периодам не заводим — один параметр.
123;Проектов в месяц;не сверяется;;projects_month;calc;ед.: шт/мес · зависит от: projects_year, months;черновик;;projects_year/months;внутренний;Деление по периодам не заводим — один параметр.
124;Проектов в неделю;не сверяется;;projects_week;calc;ед.: шт/нед · зависит от: projects_year, net_weeks;черновик;;projects_year/net_weeks;внутренний;Деление по периодам не заводим — один параметр.
125;СЪЁМОЧНОЕ время;переименовать;Съёмочный час — Единица рабочего времени, в течение которой специалист непосредственно выполняет съёмочные работы в рамках одного заказа или проекта.;shooting_time;calc;ед.: ч/год · зависит от: projects_year, shoot_duration;черновик;;projects_year*shoot_duration;общий;Деление по периодам не заводим — один параметр.
126;Съёмочное время в месяц;переименовать;Съёмочный час — Единица рабочего времени, в течение которой специалист непосредственно выполняет съёмочные работы в рамках одного заказа или проекта.;shooting_month;calc;ед.: ч/мес · зависит от: shooting_time, months;черновик;;shooting_time/months;общий;Деление по периодам не заводим — один параметр.
127;Съёмочное время в неделю;переименовать;Съёмочный час — Единица рабочего времени, в течение которой специалист непосредственно выполняет съёмочные работы в рамках одного заказа или проекта.;shooting_week;calc;ед.: ч/нед · зависит от: shooting_time, net_weeks;черновик;;shooting_time/net_weeks;общий;Деление по периодам не заводим — один параметр.
128;Постпродакшн за год;тождественно;Постпродакшн — Комплекс работ с отснятым материалом после завершения съёмки, направленных на его обработку, доработку и подготовку к передаче или публикации.;post_time;calc;Комплекс работ с отснятым материалом после завершения съёмки, направленных на его обработку, доработку и подготовку к передаче или публикации.;согласовано;;shooting_time*post_ratio;общий;
129;ПРОФИЛЬНОЕ время;не сверяется;;core_time;calc;ед.: ч/год · зависит от: shooting_time, profile_multiplier;черновик;;shooting_time*profile_multiplier;внутренний;
130;Работа с клиентом за год;не сверяется;;client_total;calc;ед.: ч/год · зависит от: projects_year, client_time;черновик;;projects_year*client_time;внутренний;
131;Операционных часов на час съёмки;не сверяется;;ops_per_shoot;calc;ед.: ч · зависит от: side_time, shooting_time;черновик;;IF(shooting_time=0,0,side_time/shooting_time);внутренний;
;;;;;;;;;;;
4 · Доход;;;;;;;;;;;
№;Наименование;Статус (временный);Справочник · для сверки (временный);ID;Тип;Определение;Определение утверждено;Описание алгоритма;Формула (пример расчёта);Где используется;Решение (временный)
132;Желаемый доход на руки;тождественно;Желаемый доход — Сумма денежных средств, которую специалист планирует получать за свою профессиональную деятельность после покрытия всех расходов, налогов и обязательных платежей.;income_month;default;Сумма денежных средств, которую специалист планирует получать за свою профессиональную деятельность после покрытия всех расходов, налогов и обязательных платежей.;согласовано;;108999;общий;
133;Желаемый доход за год;тождественно;Желаемый доход — Сумма денежных средств, которую специалист планирует получать за свою профессиональную деятельность после покрытия всех расходов, налогов и обязательных платежей.;target_income;calc;Сумма денежных средств, которую специалист планирует получать за свою профессиональную деятельность после покрытия всех расходов, налогов и обязательных платежей.;согласовано;;income_month*months;общий;
134;Текущая ставка часа;тождественно;Текущая ставка — Стоимость одного часа работы специалиста, установленная им на данный момент с учётом действующих условий оказания услуг.;current_rate;default;Стоимость одного часа работы специалиста, установленная им на данный момент с учётом действующих условий оказания услуг.;согласовано;;6000;общий;
;;;;;;;;;;;
5 · Рабочее место;;;;;;;;;;;
№;Наименование;Статус (временный);Справочник · для сверки (временный);ID;Тип;Определение;Определение утверждено;Описание алгоритма;Формула (пример расчёта);Где используется;Решение (временный)
135;ПЕРЕКЛЮЧАТЕЛЬ · рабочее место;не сверяется;;ws_mode;switch;;;;Работаю из дома;внутренний;
136;ДОМА · живу в своём, ипотеки нет;не сверяется;;own_home;switch;;;;нет;внутренний;
137;ДОМА · аренда или ипотека;не сверяется;;home_rent;default;ед.: ₽/мес;черновик;;40000;внутренний;
138;ДОМА · коммунальные и связь;не сверяется;;home_util;default;ед.: ₽/мес;черновик;;7000;внутренний;
139;ДОМА · общая площадь жилья;не сверяется;;home_area;default;ед.: м²;черновик;;50;внутренний;
140;ДОМА · площадь под кабинет;не сверяется;;cab_area;default;ед.: м²;черновик;;6;внутренний;
141;ДОМА · доля кабинета;не сверяется;;cab_share;calc;ед.: % · зависит от: cab_area, home_area;черновик;;IF(home_area=0,0,cab_area/home_area);внутренний;
142;АРЕНДА · стоимость помещения;не сверяется;;office_rent;default;ед.: ₽/мес;черновик;;15000;внутренний;
143;АРЕНДА · коммунальные и связь;не сверяется;;office_util;default;ед.: ₽/мес;черновик;;7000;внутренний;
144;Содержание рабочего места;тождественно;Содержание рабочего места — Расходы на поддержание рабочего пространства и оборудования в состоянии, необходимом для регулярного выполнения профессиональной деятельности.;var_workspace;calc;Расходы на поддержание рабочего пространства и оборудования в состоянии, необходимом для регулярного выполнения профессиональной деятельности.;согласовано;;"IF(ws_mode=""Работаю из дома"",(home_rent+home_util)*cab_share*months,(office_rent+office_util)*months)";общий;
;;;;;;;;;;;
6 · Обучение и сайт;;;;;;;;;;;
№;Наименование;Статус (временный);Справочник · для сверки (временный);ID;Тип;Определение;Определение утверждено;Описание алгоритма;Формула (пример расчёта);Где используется;Решение (временный)
145;Обучение · стоимость курса;тождественно;Обучение — Затраты на получение и поддержание знаний, навыков и профессиональных компетенций, необходимых для выполнения работы и развития специалиста.;edu_cost;default;Затраты на получение и поддержание знаний, навыков и профессиональных компетенций, необходимых для выполнения работы и развития специалиста.;согласовано;;80000;общий;
146;Обучение · месяцев без дохода;тождественно;Обучение — Затраты на получение и поддержание знаний, навыков и профессиональных компетенций, необходимых для выполнения работы и развития специалиста.;edu_months;default;Затраты на получение и поддержание знаний, навыков и профессиональных компетенций, необходимых для выполнения работы и развития специалиста.;согласовано;;4;общий;
147;Обучение · срок амортизации;тождественно;Обучение — Затраты на получение и поддержание знаний, навыков и профессиональных компетенций, необходимых для выполнения работы и развития специалиста.;edu_life;default;Затраты на получение и поддержание знаний, навыков и профессиональных компетенций, необходимых для выполнения работы и развития специалиста.;согласовано;;7;общий;
148;Обучение · упущенная выгода;тождественно;Обучение — Затраты на получение и поддержание знаний, навыков и профессиональных компетенций, необходимых для выполнения работы и развития специалиста.;edu_opportunity;calc;Затраты на получение и поддержание знаний, навыков и профессиональных компетенций, необходимых для выполнения работы и развития специалиста.;согласовано;;edu_months*income_month;общий;
149;Амортизация · обучение;тождественно;Амортизация — Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;dep_education;calc;Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;согласовано;;IF(edu_life=0,0,(edu_cost+edu_opportunity)/edu_life);общий;
150;ПЕРЕКЛЮЧАТЕЛЬ · создание сайта;переименовать;Сайт — Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;site_mode;switch;;;;Нанимал (а) специалиста;общий;
151;Сайт · стоимость подрядчика;тождественно;Сайт — Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;site_cost;default;Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;согласовано;;70000;общий;
152;Сайт · часов своими руками;тождественно;Сайт — Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;site_hours;default;Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;согласовано;;0;общий;
153;Сайт · срок амортизации;тождественно;Сайт — Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;site_life;default;Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;согласовано;;7;общий;
154;Амортизация · сайт;тождественно;Амортизация — Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;dep_website;calc;Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;согласовано;;"IF(site_mode=""Нанимал (а) специалиста"",IF(site_life=0,0,site_cost/site_life),0)";общий;
155;Сайт · поправка знаменателя;тождественно;Сайт — Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;site_divisor;calc;Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;согласовано;;"IF(site_mode=""Нанимал (а) специалиста"",0,IF(site_life*net_time=0,0,site_hours/(site_life*net_time)))";общий;
;;;;;;;;;;;
7 · Расходы;;;;;;;;;;;
№;Наименование;Статус (временный);Справочник · для сверки (временный);ID;Тип;Определение;Определение утверждено;Описание алгоритма;Формула (пример расчёта);Где используется;Решение (временный)
156;Амортизация · съёмочное оборудование;тождественно;Амортизация — Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;dep_shoot;calc;Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;согласовано;;"SUMIF(cat_form,""Form001"",cat_year)";общий;
157;Амортизация · офисное оборудование;тождественно;Амортизация — Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;dep_office;calc;Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;согласовано;;"SUMIF(cat_form,""Form002"",cat_year)";общий;
158;Амортизация · ПО разовые покупки;тождественно;Амортизация — Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;dep_software;calc;Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;согласовано;;"SUMIF(cat_form,""Form004"",cat_year)";общий;
159;Амортизация · обустройство места;тождественно;Амортизация — Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;dep_workspace;calc;Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;согласовано;;"SUMIF(cat_form,""Form013"",cat_year)";общий;
160;ИТОГО амортизация;переименовать;Амортизация — Постепенное включение стоимости имущества в расходы бизнеса по мере его использования и износа.;investment;calc;ед.: ₽/год · зависит от: dep_*;черновик;;dep_shoot+dep_office+dep_software+dep_workspace+dep_education+dep_website;общий;
161;Переменные · подписки ПО;переименовать;Подписки — Регулярные платежи за доступ к программам, сервисам, платформам и другим цифровым инструментам, необходимым специалисту для работы.;var_software;calc;ед.: ₽/год · зависит от: Form003;черновик;;"SUMIF(cat_form,""Form003"",cat_year)";общий;
162;Переменные · реклама и продвижение;переименовать;Реклама — Распространение информации о специалисте, его услугах или продуктах с целью привлечения внимания потенциальных клиентов и стимулирования спроса.;var_ads;calc;ед.: ₽/год · зависит от: Form010;черновик;;"SUMIF(cat_form,""Form010"",cat_year)";общий;
163;Переменные · банк РКО и СМС;переименовать;Банковское обслуживание — Расходы на ведение банковских счетов, проведение платежей и использование других банковских услуг, необходимых для профессиональной деятельности.;var_bank;calc;ед.: ₽/год · зависит от: Form007;черновик;;"SUMIF(cat_form,""Form007"",cat_year)";общий;
164;Специалист по учёту · стоимость в месяц;переименовать;Бухгалтерия — Ведение и обработка финансовой информации о деятельности специалиста, включая учёт доходов и расходов, расчёт обязательных платежей и подготовку необходимой отчётности.;acc_cost_month;default;ед.: ₽/мес;черновик;;10000;общий;
165;Переменные · специалист по учёту;переименовать;Бухгалтерия — Ведение и обработка финансовой информации о деятельности специалиста, включая учёт доходов и расходов, расчёт обязательных платежей и подготовку необходимой отчётности.;var_accounting;calc;ед.: ₽/год · зависит от: acc_mode, acc_cost_month, months;черновик;;"IF(acc_mode=""Нанимаю специалиста"",acc_cost_month*months,0)";общий;
166;ИТОГО переменные;переименовать;Текущие расходы — Регулярные расходы специалиста, необходимые для поддержания профессиональной деятельности и выполнения работы в течение определённого периода.;variable_costs;calc;ед.: ₽/год · зависит от: var_*;черновик;;var_software+var_ads+var_bank+var_accounting+var_workspace;общий;
167;ВСЕГО РАСХОДОВ (C);нет понятия;;total_costs;calc;ед.: ₽/год · зависит от: investment, variable_costs;черновик;;investment+variable_costs;общий;
168;База для выручки;не сверяется;;revenue_base;calc;ед.: ₽/год · зависит от: target_income, total_costs;черновик;;target_income+total_costs;внутренний;
;;;;;;;;;;;
8 · Налоги;;;;;;;;;;;
№;Наименование;Статус (временный);Справочник · для сверки (временный);ID;Тип;Определение;Определение утверждено;Описание алгоритма;Формула (пример расчёта);Где используется;Решение (временный)
169;ПЕРЕКЛЮЧАТЕЛЬ · режим налогообложения;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;regime;switch;;;;Самозанятый (НПД), средняя ставка;общий;
170;НПД · средняя ставка;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;rate_npd_avg;default;ед.: %;черновик;;0.05;общий;
171;НПД · физлица;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;rate_npd_fiz;const;ед.: %;черновик;;0.04;общий;
172;НПД · юрлица;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;rate_npd_ur;const;ед.: %;черновик;;0.06;общий;
173;УСН доходы;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;rate_usn_inc;default;ед.: %;черновик;;0.06;общий;
174;УСН доходы минус расходы;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;rate_usn_prof;default;ед.: %;черновик;;0.15;общий;
175;АУСН доходы;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;rate_ausn_inc;const;ед.: %;черновик;;0.08;общий;
176;АУСН доходы минус расходы;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;rate_ausn_prof;const;ед.: %;черновик;;0.2;общий;
177;Номер режима (1–7);переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;regime_no;calc;ед.: № · зависит от: regime;черновик;;"MATCH(regime,{""Самозанятый (НПД), средняя ставка"";""Самозанятый (НПД), Физ. лица"";""Самозанятый (НПД), Юр. лица"";""УСН доходы"";""УСН доходы минус расходы"";""АУСН доходы"";""АУСН доходы минус расходы""},0)";общий;
178;Ставка выбранного режима;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;rate_current;calc;ед.: % · зависит от: regime_no;черновик;;CHOOSE(regime_no,rate_npd_avg,rate_npd_fiz,rate_npd_ur,rate_usn_inc,rate_usn_prof,rate_ausn_inc,rate_ausn_prof);общий;
179;Фиксированные взносы ИП;переименовать;Страховые взносы — Обязательные платежи в государственные внебюджетные фонды и государственные системы страхования, связанные с осуществлением профессиональной деятельности и обеспечением социальных гарантий.;fixed_contrib;const;ед.: ₽/год;черновик;;57390;общий;
180;Дополнительный взнос;переименовать;Страховые взносы — Обязательные платежи в государственные внебюджетные фонды и государственные системы страхования, связанные с осуществлением профессиональной деятельности и обеспечением социальных гарантий.;extra_contrib;const;ед.: %;черновик;;0.01;общий;
181;Предельная величина дохода;переименовать;Страховые взносы — Обязательные платежи в государственные внебюджетные фонды и государственные системы страхования, связанные с осуществлением профессиональной деятельности и обеспечением социальных гарантий.;contrib_threshold;const;ед.: ₽/год;черновик;;300000;общий;
182;Максимум допвзноса;переименовать;Страховые взносы — Обязательные платежи в государственные внебюджетные фонды и государственные системы страхования, связанные с осуществлением профессиональной деятельности и обеспечением социальных гарантий.;contrib_cap;const;ед.: ₽/год;черновик;;321818;общий;
183;Поправка на порог;переименовать;Страховые взносы — Обязательные платежи в государственные внебюджетные фонды и государственные системы страхования, связанные с осуществлением профессиональной деятельности и обеспечением социальных гарантий.;threshold_credit;calc;ед.: ₽ · зависит от: contrib_threshold, extra_contrib;черновик;;contrib_threshold*extra_contrib;общий;
184;Минимальный налог УСН Д−Р;переименовать;Налоги — Обязательные платежи в бюджет, начисляемые и уплачиваемые специалистом в соответствии с применяемым налоговым режимом и законодательством Российской Федерации.;min_tax_usn;const;ед.: %;черновик;;0.01;общий;
185;Минимальный налог АУСН Д−Р;переименовать;Налоги — Обязательные платежи в бюджет, начисляемые и уплачиваемые специалистом в соответствии с применяемым налоговым режимом и законодательством Российской Федерации.;min_tax_ausn;const;ед.: %;черновик;;0.03;общий;
186;Взнос на травматизм (АУСН);переименовать;Страховые взносы — Обязательные платежи в государственные внебюджетные фонды и государственные системы страхования, связанные с осуществлением профессиональной деятельности и обеспечением социальных гарантий.;injury_contrib;default;ед.: ₽/год;черновик;;0;общий;
187;Эквайринг · ставка;тождественно;Эквайринг — Комиссия за приём безналичных платежей от клиентов с использованием банковских карт, электронных средств платежа и других платёжных инструментов.;acq_rate;default;Комиссия за приём безналичных платежей от клиентов с использованием банковских карт, электронных средств платежа и других платёжных инструментов.;согласовано;;0.027;общий;
188;Эквайринг · доля безналичных оплат;тождественно;Эквайринг — Комиссия за приём безналичных платежей от клиентов с использованием банковских карт, электронных средств платежа и других платёжных инструментов.;acq_share;default;Комиссия за приём безналичных платежей от клиентов с использованием банковских карт, электронных средств платежа и других платёжных инструментов.;согласовано;;1.0;общий;
189;Эквайринг · эффективно;тождественно;Эквайринг — Комиссия за приём безналичных платежей от клиентов с использованием банковских карт, электронных средств платежа и других платёжных инструментов.;acquiring;calc;Комиссия за приём безналичных платежей от клиентов с использованием банковских карт, электронных средств платежа и других платёжных инструментов.;согласовано;;acq_rate*acq_share;общий;
190;Порог освобождения от НДС;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;vat_threshold;const;ед.: ₽/год;черновик;;20000000;общий;
191;Лимит НПД;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;limit_npd;const;ед.: ₽/год;черновик;;2400000;общий;
192;Лимит АУСН;переименовать;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;limit_ausn;const;ед.: ₽/год;черновик;;60000000;общий;
;;;;;;;;;;;
9 · Справочные ставки;;;;;;;;;;;
№;Наименование;Статус (временный);Справочник · для сверки (временный);ID;Тип;Определение;Определение утверждено;Описание алгоритма;Формула (пример расчёта);Где используется;Решение (временный)
193;Наивная ставка;не сверяется;;naive_rate;calc;ед.: ₽/ч · зависит от: target_income, shooting_time;черновик;;IF(shooting_time=0,0,target_income/shooting_time);внутренний;
194;Базовая ставка часа;не сверяется;;base_rate;calc;ед.: ₽/ч · зависит от: target_income, net_time;черновик;;target_income/net_time;внутренний;
195;Операционная ставка часа;не сверяется;;ops_rate;calc;ед.: ₽/ч · зависит от: revenue_base, shooting_time;черновик;;IF(shooting_time=0,0,revenue_base/shooting_time);внутренний;
196;ПОЛНАЯ ставка рабочего часа;переименовать;Полная стоимость часа работы — Вся выручка за год, разделённая на рабочее время — рабочие дни, умноженные на восемь часов. Показывает, сколько денег приносит один час работы до вычета расходов и налогов. Нужна, чтобы видеть разницу между тем, что платят клиенты, и тем, что остаётся на руки: между этими двумя величинами лежат все расходы дела, налоги и эквайринг.;full_hour_rate;calc;ед.: ₽/ч · зависит от: выручка, net_time;черновик;;IF(net_time=0,0,CHOOSE(regime_no,'05_Расчёт'!B4,'05_Расчёт'!C4,'05_Расчёт'!D4,'05_Расчёт'!E4,'05_Расчёт'!F4,'05_Расчёт'!G4,'05_Расчёт'!H4)/net_time);общий;
197;Сайт · оценка своего труда;тождественно;Сайт — Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;site_value;calc;Интернет-ресурс, предназначенный для представления специалиста, его услуг и портфолио, информирования потенциальных клиентов, привлечения обращений и получения заказов.;согласовано;;"IF(site_mode=""Нанимал (а) специалиста"",site_cost,site_hours*full_hour_rate)";общий;
;;;;;;;;;;;
Прочие;;;;;;;;;;;
№;Наименование;Статус (временный);Справочник · для сверки (временный);ID;Тип;Определение;Определение утверждено;Описание алгоритма;Формула (пример расчёта);Где используется;Решение (временный)
198;Время на заказы до резерва;не сверяется;;pool_gross;calc;ч/год;черновик;;net_time-side_time;внутренний;На утверждении: формулировка описывает время ПОСЛЕ вычета резерва, а параметр считается ДО. Уточнить.
199;ПЕРЕКЛЮЧАТЕЛЬ · резерв на форс-мажоры;переименовать;Резерв времени на форс-мажоры — Дополнительное время, закладываемое в рабочий график на непредвиденные обстоятельства, задержки, технические сбои и другие ситуации, которые могут увеличить продолжительность выполнения работы.;fm_on;default;;;;Заложить резерв;общий;
200;Резерв на форс-мажоры, %;переименовать;Резерв времени на форс-мажоры — Дополнительное время, закладываемое в рабочий график на непредвиденные обстоятельства, задержки, технические сбои и другие ситуации, которые могут увеличить продолжительность выполнения работы.;fm_pct;default;%;черновик;;0.05;общий;
